Panic Disorder,96
Panniculitis,11
Pantothenic Acid Deficiency,0
Papillary Cancer,1
Papillary Carcinoma,0
Paracoccidioidomycosis,0
Paragonimiasis,0
Parainfluenza Virus Infections,0
Paranoid Personality Disorder,0
Paraphimosis,1
Parapsoriasis,0
Paratyphoid Fever,0
Parkinson Disease,1
Paronychia,3
Patent Ductus Arteriosus,44
Pathological Gambling,0
Pedophilia,0
Peliosis Hepatitis,0
Pelvic Inflammatory Disease,3
Pelvic Lesions,0
Pemphigus Foliaceous,0
Pemphigus Vulgaris,0
Penile Cancer,0
Peptic Ulcer Disease,25
Pericarditis,321
Perichondritis,0
Perinatal Anemia,0
Perinatal Polycythemia and Hyperviscosity Syndrome,0
Perinatal Tuberculosis,0
Period Pain (Dysmenorrhea),0
Periodic Limb Movement Disorder,1
Periodontitis,2
Perioral Dermatitis,2
Peripartum Cardiomyopathy,11
Peripheral Arterial Disease,66
Peripheral Ulcerative Keratitis,0
Peripheral Vascular Disease,129
Peritonsillar Abscess,1
Pernicious Anemia,10
Persistent Pulmonary Hypertension of The Newborn (PPHN),1
Personality Disorders,1
Pharapharyngeal Abscess,0
Pharyngeal Cancer,0
Pharyngitis,13
Phencyclidine Intoxication,0
Phenylketonuria (PKU),0
Pheochromocytoma,154
Phimosis,1
Phlyctenular Keratoconjunctivitis,0
Photosensitivity,0
Phyllodes Tumor,20
Pilonidal Disease,2
Pinguecula,0
Pinta,0
Pinworm Infestation,0
Piriformis Syndrome,1
Pityriasis Lichenoides,0
Pityriasis Rosea,1
Pityriasis Rubra Pilaris,0
Placenta Accreta,0
Placenta Previa,0
Plague,21
Plantar Fasciosis,0
Plantar Fibromatosis,0
Pleomorphic Adenoma,0
Pleural Effusion,36
Pleural Fibrosis,0
Pleurisy,192
Plexus Disorders,0
Pneumococcal Pneumonia,0
Pneumocystis Carinii Pneumonia,0
Pneumocystis Jiroveci Pneumonia,0
Pneumomediastinum,0
Pneumonia in The Immunocompromised Host,0
Pneumonia,445
Pneumothorax,87
POEMS Syndrome,0
Poliomyelitis,0
Polyarteritis Nodosa,4
Polychondritis,0
Polycystic Kidney Disease,13
Polycystic Ovary Syndrome,43
Polycythemia Vera,8
Polymyalgia Rheumatica,0
Polymyositis,8
Polyneuropathy,11
Popliteal Cyst,0
Popliteus Tendinitis,0
Porphyria Cutanea Tarda,0
Port Wine Stain,1
Portal Hypertension,24
Portal Systemic Encephalopathy,0
Portal Vein Thrombosis,13
Portopulmonary Hypertension,0
Post Concussion Syndrome,2
Postcholecystectomy Syndrome,0
Postdatism,0
Posterior Achillies Tendon Bursitis,0
Posterior Femoral Muscle Strain,0
Posterior Lobe Disorders,0
Posterolateral Talar Tubercle Fracture,0
Postgastrectomy Gastritis,0
Postherpetic Neuralgia,1
Posthitis,0
Postinfectious Glomerulonephritis,0
Postpartum Hemorrhage,0
Poststreptococcal Reactive Arthritis,0
Posttraumatic Iridocyclitis,0
Posttraumatic Stress Disorders,0
Precocious Puberty,2
Predominantly Cutaneous Vasculitis,0
Preeclampsia,103
Preesophageal Dysphagia,0
Pregnancy,2749
Premature Infant,3
Premature Ovarian Failure,1
Premature Rupture of Membranes,1
Premenstrual Syndrome,18
Preseptal Cellulitis,10
Preterm Labor,9
Primary Amebic Meningoencephalitis,0
Primary Biliary Cirrhosis,3
Primary Brain Lymphomas,0
Primary Hemochromatosis,0
Primary Infantile Glaucoma,0
Primary Liver Cancer,1
Primary Open Angle Glaucoma,0
Primary Sclerosing Cholangitis,1
Proctitis,4
Progeria,4
Progressive Multifocal Leukoencephalopathy,0
Progressive Rubella Panencephalitis,0
Progressive Supranuclear Palsy,0
Prostate Cancer,34
Prostatitis,21
